#-----------------------------------------------------------------------------
# Date d'extraction : 27/12/2025 - 19h00 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP4.5 : Emissions modérées
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORPN20MM : Nombre de jours de fortes précipitations (jour(s))
#     ATAV : Ecart de température moyenne journalière (°C)
#     AFF98 : Ecart de nombre de jours de vent fort (jour(s))
#     ARRR : Ecart relatif de cumul de précipitation
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;NORPN20MM;ATAV;AFF98;ARRR;
#-----------------------------------------------------------------------------
Point;Latitude;Longitude;Contexte;Période;NORPN20MM;ATAV;AFF98;ARRR;
15388;49.2356;4.4771;RCP4.5;H2;3;1.63;0.17;-0;
15389;49.2336;4.5869;RCP4.5;H2;4;1.64;0.07;-0.01;
15390;49.2315;4.6966;RCP4.5;H2;5;1.63;0.2;-0.02;
15391;49.2293;4.8063;RCP4.5;H2;4;1.65;0.14;-0.02;
15392;49.227;4.916;RCP4.5;H2;5;1.65;0.37;-0.02;
15393;49.2246;5.0256;RCP4.5;H2;7;1.66;0.13;-0.02;
15394;49.2221;5.1353;RCP4.5;H2;7;1.68;0.46;-0.02;
15395;49.2195;5.245;RCP4.5;H2;7;1.67;0.57;-0.02;
15396;49.2168;5.3546;RCP4.5;H2;5;1.65;0.1;-0.03;
15397;49.214;5.4643;RCP4.5;H2;6;1.69;0.7;-0.02;
15398;49.2111;5.5739;RCP4.5;H2;5;1.67;0.47;-0.03;
15399;49.2081;5.6835;RCP4.5;H2;6;1.69;0.44;-0.02;
15400;49.2049;5.7931;RCP4.5;H2;4;1.68;0.2;-0.01;
15401;49.2017;5.9027;RCP4.5;H2;4;1.68;0.24;-0.01;
15402;49.1984;6.0122;RCP4.5;H2;5;1.74;0.46;0;
15403;49.195;6.1218;RCP4.5;H2;4;1.73;-0.1;-0;
15404;49.1915;6.2313;RCP4.5;H2;3;1.72;-0.27;-0;
15405;49.1879;6.3409;RCP4.5;H2;4;1.71;-0.03;0.01;
15406;49.1842;6.4504;RCP4.5;H2;4;1.7;-0.46;0.01;
15407;49.1804;6.5599;RCP4.5;H2;4;1.75;0.5;0.01;
15408;49.1765;6.6694;RCP4.5;H2;4;1.74;0;0.01;
15409;49.1725;6.7788;RCP4.5;H2;4;0;0;0.01;
15410;49.1683;6.8883;RCP4.5;H2;4;1.75;0;0.02;
15411;49.1641;6.9977;RCP4.5;H2;4;1.72;-0.06;0.03;
15412;49.1598;7.1071;RCP4.5;H2;4;0;0;0.03;
15413;49.1554;7.2165;RCP4.5;H2;6;0;0;0.03;
15414;49.1509;7.3259;RCP4.5;H2;6;0;0;0.02;
15415;49.1463;7.4352;RCP4.5;H2;6;1.75;-0.06;0.02;
15416;49.1416;7.5445;RCP4.5;H2;7;0;0;0.03;
15475;49.2596;-1.6735;RCP4.5;H2;4;0;0;-0.03;
15476;49.2632;-1.5638;RCP4.5;H2;4;1.14;-0.86;-0.03;
15477;49.2668;-1.4541;RCP4.5;H2;6;1.12;-0.36;-0.04;
15478;49.2702;-1.3444;RCP4.5;H2;5;1.12;-0.37;-0.05;
15479;49.2735;-1.2347;RCP4.5;H2;5;1.12;-0.4;-0.05;
15480;49.2767;-1.1249;RCP4.5;H2;5;1.11;-0.37;-0.05;
15481;49.2798;-1.0152;RCP4.5;H2;1;1.23;-0.83;-0.05;
15482;49.2828;-0.9054;RCP4.5;H2;2;1.25;-0.76;-0.05;
15483;49.2857;-0.7956;RCP4.5;H2;2;1.27;-0.3;-0.06;
15484;49.2886;-0.6858;RCP4.5;H2;2;1.26;-0.3;-0.06;
15485;49.2913;-0.576;RCP4.5;H2;3;1.27;-0.4;-0.05;
15486;49.2939;-0.4662;RCP4.5;H2;3;1.27;-0.33;-0.05;
15487;49.2964;-0.3564;RCP4.5;H2;3;1.25;-0.66;-0.05;
15488;49.2988;-0.2466;RCP4.5;H2;3;0;0;-0.04;
15489;49.3011;-0.1367;RCP4.5;H2;3;0;0;-0.04;
15490;49.3033;-0.0269;RCP4.5;H2;5;0;0;-0.04;
15491;49.3054;0.083;RCP4.5;H2;4;1.34;-1.06;-0.04;
15492;49.3075;0.1929;RCP4.5;H2;4;1.34;-1.13;-0.04;
15493;49.3094;0.3027;RCP4.5;H2;4;1.32;-1.47;-0.04;
15494;49.3112;0.4126;RCP4.5;H2;4;1.34;-1.3;-0.04;
15495;49.3129;0.5225;RCP4.5;H2;4;1.33;-1.1;-0.04;
15496;49.3145;0.6324;RCP4.5;H2;4;1.33;-0.67;-0.04;
15497;49.316;0.7423;RCP4.5;H2;4;1.34;-0.46;-0.04;
15498;49.3174;0.8523;RCP4.5;H2;4;1.4;-0.23;-0.04;
15499;49.3187;0.9622;RCP4.5;H2;4;1.41;-0.13;-0.04;
15500;49.3199;1.0721;RCP4.5;H2;4;1.41;-0.17;-0.04;
15501;49.321;1.182;RCP4.5;H2;4;1.41;-0.2;-0.03;
15502;49.322;1.292;RCP4.5;H2;2;1.49;-0.13;-0.03;
15503;49.3229;1.4019;RCP4.5;H2;3;1.48;-0.03;-0.03;
15504;49.3238;1.5118;RCP4.5;H2;3;1.49;0.14;-0.03;
15505;49.3245;1.6218;RCP4.5;H2;3;1.49;0.17;-0.04;
15506;49.3251;1.7317;RCP4.5;H2;3;1.49;0.2;-0.04;
15507;49.3256;1.8417;RCP4.5;H2;2;1.49;0.03;-0.04;
15508;49.326;1.9517;RCP4.5;H2;3;1.51;-0.2;-0.03;
15509;49.3263;2.0616;RCP4.5;H2;3;1.49;-0.1;-0.03;
15510;49.3265;2.1716;RCP4.5;H2;3;1.48;0.2;-0.03;
15511;49.3266;2.2815;RCP4.5;H2;1;1.52;0.2;-0.03;
15512;49.3266;2.3915;RCP4.5;H2;2;1.53;0.16;-0.03;
15513;49.3265;2.5014;RCP4.5;H2;2;1.53;0.4;-0.02;
15514;49.3263;2.6114;RCP4.5;H2;2;1.54;0.37;-0.02;
15515;49.326;2.7213;RCP4.5;H2;3;1.56;0;-0.02;
15516;49.3256;2.8313;RCP4.5;H2;3;1.58;0.1;-0.03;
15517;49.3251;2.9413;RCP4.5;H2;3;1.59;0.2;-0.03;
15518;49.3245;3.0512;RCP4.5;H2;3;1.58;0.4;-0.03;
15519;49.3238;3.1611;RCP4.5;H2;3;1.59;0.2;-0.03;
15520;49.323;3.2711;RCP4.5;H2;3;1.59;0.37;-0.04;
15521;49.3221;3.381;RCP4.5;H2;3;1.58;0.3;-0.03;
15522;49.3211;3.491;RCP4.5;H2;3;1.58;0.27;-0.03;
15523;49.3199;3.6009;RCP4.5;H2;3;1.57;0.6;-0.02;
15524;49.3187;3.7108;RCP4.5;H2;3;1.59;0.04;-0.02;
15525;49.3174;3.8207;RCP4.5;H2;3;1.59;0.04;-0.02;
15526;49.316;3.9307;RCP4.5;H2;2;1.6;-0.1;-0.02;
15527;49.3145;4.0406;RCP4.5;H2;2;1.6;-0.1;-0.01;
15528;49.3129;4.1505;RCP4.5;H2;3;1.61;-0.06;-0;
15529;49.3112;4.2604;RCP4.5;H2;3;1.63;0;-0;
15530;49.3094;4.3703;RCP4.5;H2;3;1.61;0.2;-0.01;
15531;49.3075;4.4801;RCP4.5;H2;3;1.6;0.27;-0.01;
15532;49.3055;4.59;RCP4.5;H2;4;1.62;0.13;-0.02;
15533;49.3034;4.6999;RCP4.5;H2;3;1.61;0.34;-0.02;
15534;49.3012;4.8097;RCP4.5;H2;5;1.63;0.26;-0.02;
15535;49.2988;4.9196;RCP4.5;H2;6;1.62;0.24;-0.02;
15536;49.2964;5.0294;RCP4.5;H2;7;1.65;0.1;-0.02;
15537;49.2939;5.1392;RCP4.5;H2;7;1.67;0.53;-0.02;
15538;49.2913;5.249;RCP4.5;H2;5;1.65;0.07;-0.03;
15539;49.2886;5.3588;RCP4.5;H2;6;1.67;-0.06;-0.03;
15540;49.2858;5.4686;RCP4.5;H2;5;1.69;0.27;-0.02;
15541;49.2829;5.5784;RCP4.5;H2;5;1.69;0.2;-0.02;
15542;49.2799;5.6882;RCP4.5;H2;6;1.7;0.27;-0.01;
15543;49.2767;5.7979;RCP4.5;H2;4;1.71;0.26;0;
15544;49.2735;5.9077;RCP4.5;H2;4;1.71;0.2;0;
15545;49.2702;6.0174;RCP4.5;H2;5;1.76;0.56;-0.01;
15546;49.2668;6.1271;RCP4.5;H2;3;1.72;-0.2;-0.01;
15547;49.2633;6.2368;RCP4.5;H2;3;1.71;-0.2;-0.01;
15548;49.2597;6.3465;RCP4.5;H2;4;1.71;-0.3;0.01;
15549;49.256;6.4561;RCP4.5;H2;4;1.73;0.17;0;
15550;49.2521;6.5658;RCP4.5;H2;4;1.74;0.2;0.01;
15551;49.2482;6.6754;RCP4.5;H2;4;0;0;0.01;
15553;49.2401;6.8946;RCP4.5;H2;4;0;0;0.02;
15554;49.2359;7.0042;RCP4.5;H2;4;0;0;0.02;
15618;49.3314;-1.6791;RCP4.5;H2;4;1.15;-0.9;-0.03;
15619;49.335;-1.5692;RCP4.5;H2;6;1.14;-0.83;-0.03;
15620;49.3385;-1.4594;RCP4.5;H2;5;1.11;-0.5;-0.04;
15621;49.342;-1.3495;RCP4.5;H2;5;1.11;0.17;-0.04;
15622;49.3453;-1.2397;RCP4.5;H2;3;1.13;0.1;-0.04;
15623;49.3485;-1.1298;RCP4.5;H2;4;1.18;0.23;-0.04;
15624;49.3516;-1.0199;RCP4.5;H2;1;1.29;-0.16;-0.04;
15625;49.3546;-0.9099;RCP4.5;H2;2;1.25;-0.8;-0.05;
15626;49.3576;-0.8;RCP4.5;H2;2;0;0;-0.05;
15627;49.3604;-0.6901;RCP4.5;H2;2;0;0;-0.06;
15628;49.3631;-0.5801;RCP4.5;H2;2;0;0;-0.05;
15629;49.3657;-0.4701;RCP4.5;H2;2;0;0;-0.05;
15634;49.3773;0.0798;RCP4.5;H2;5;0;0;-0.04;
15635;49.3793;0.1899;RCP4.5;H2;5;1.29;-0.7;-0.04;
15636;49.3812;0.2999;RCP4.5;H2;3;1.35;-1.03;-0.04;
15637;49.383;0.4099;RCP4.5;H2;4;1.34;-1.24;-0.03;
15638;49.3847;0.52;RCP4.5;H2;4;1.34;-1.24;-0.03;
15639;49.3863;0.63;RCP4.5;H2;4;1.34;-0.8;-0.03;
15640;49.3879;0.7401;RCP4.5;H2;4;1.35;-0.6;-0.03;
15641;49.3893;0.8502;RCP4.5;H2;4;1.35;-0.6;-0.03;
15642;49.3906;0.9602;RCP4.5;H2;3;1.41;-0.1;-0.04;
15643;49.3918;1.0703;RCP4.5;H2;4;1.41;-0.2;-0.03;
15644;49.3929;1.1804;RCP4.5;H2;4;1.41;-0.23;-0.03;
15645;49.3939;1.2905;RCP4.5;H2;4;1.42;-0.16;-0.04;
15646;49.3948;1.4006;RCP4.5;H2;2;1.48;-0.13;-0.03;
15647;49.3956;1.5107;RCP4.5;H2;3;1.5;0.2;-0.03;
15648;49.3963;1.6208;RCP4.5;H2;3;1.49;0.14;-0.03;
15649;49.3969;1.7309;RCP4.5;H2;5;1.33;0.03;-0.03;
15650;49.3974;1.841;RCP4.5;H2;4;1.47;0.07;-0.03;
15651;49.3978;1.9511;RCP4.5;H2;3;1.48;0.44;-0.03;
15652;49.3981;2.0612;RCP4.5;H2;3;1.48;0.26;-0.03;
15653;49.3983;2.1713;RCP4.5;H2;1;1.52;0.37;-0.04;
15654;49.3984;2.2814;RCP4.5;H2;2;1.53;0.4;-0.02;
15655;49.3984;2.3916;RCP4.5;H2;2;1.52;0.4;-0.02;
15656;49.3983;2.5017;RCP4.5;H2;2;1.54;0.13;-0.01;
15657;49.3981;2.6118;RCP4.5;H2;2;1.53;0.13;-0.02;
15658;49.3978;2.7219;RCP4.5;H2;2;1.56;0;-0.02;
15659;49.3974;2.832;RCP4.5;H2;3;1.58;0.1;-0.03;
15660;49.3969;2.9421;RCP4.5;H2;3;1.58;0.17;-0.03;
15661;49.3963;3.0522;RCP4.5;H2;3;1.58;0.3;-0.03;
15662;49.3956;3.1623;RCP4.5;H2;3;1.58;0.67;-0.03;
15663;49.3948;3.2724;RCP4.5;H2;3;1.58;0.6;-0.03;
15664;49.3939;3.3825;RCP4.5;H2;3;1.58;0.43;-0.03;
15665;49.3929;3.4926;RCP4.5;H2;3;1.58;0.4;-0.03;
15666;49.3918;3.6027;RCP4.5;H2;3;1.57;0.4;-0.02;
15667;49.3906;3.7128;RCP4.5;H2;3;1.58;0.3;-0.01;
15668;49.3893;3.8228;RCP4.5;H2;3;1.59;0.43;-0.02;
15669;49.3879;3.9329;RCP4.5;H2;3;1.6;-0.24;-0.02;
15670;49.3864;4.043;RCP4.5;H2;2;1.61;0.04;-0.01;
15671;49.3848;4.153;RCP4.5;H2;2;1.62;-0.06;-0.01;
15672;49.3831;4.2631;RCP4.5;H2;3;1.6;0.13;-0.01;
15673;49.3812;4.3731;RCP4.5;H2;3;1.61;0.26;-0.01;
15674;49.3793;4.4831;RCP4.5;H2;3;1.61;0.3;-0.01;
15675;49.3773;4.5932;RCP4.5;H2;3;1.61;0.3;-0.02;
15676;49.3752;4.7032;RCP4.5;H2;3;1.61;0.47;-0.02;
15677;49.373;4.8132;RCP4.5;H2;6;1.63;0.43;-0.02;
15678;49.3707;4.9232;RCP4.5;H2;6;1.64;0.14;-0.02;
15679;49.3683;5.0332;RCP4.5;H2;6;1.64;0.16;-0.02;
15680;49.3657;5.1431;RCP4.5;H2;7;1.68;0.07;-0.02;
15681;49.3631;5.2531;RCP4.5;H2;6;1.67;-0.26;-0.02;
15682;49.3604;5.3631;RCP4.5;H2;6;1.69;0.2;-0.02;
15683;49.3576;5.473;RCP4.5;H2;6;1.68;0.3;-0.01;
15684;49.3547;5.5829;RCP4.5;H2;7;1.69;0.7;-0;
15685;49.3517;5.6929;RCP4.5;H2;7;1.69;0.84;-0;
15686;49.3485;5.8028;RCP4.5;H2;4;1.72;0.24;0;
15687;49.3453;5.9127;RCP4.5;H2;4;1.72;0.27;0;
15688;49.342;6.0225;RCP4.5;H2;5;1.76;0.77;-0.01;
15689;49.3386;6.1324;RCP4.5;H2;3;1.71;-0.1;-0.01;
15690;49.3351;6.2422;RCP4.5;H2;3;1.72;-0.16;-0.01;
15691;49.3315;6.3521;RCP4.5;H2;4;1.7;-0.23;0.01;
15692;49.3277;6.4619;RCP4.5;H2;4;1.75;-0.3;0.01;
15693;49.3239;6.5717;RCP4.5;H2;4;0;0;0.01;
15694;49.32;6.6815;RCP4.5;H2;4;0;0;0.01;
15760;49.3995;-1.7947;RCP4.5;H2;4;1.13;-0.86;-0.03;
15761;49.4032;-1.6847;RCP4.5;H2;7;1.12;-1;-0.02;
15762;49.4068;-1.5747;RCP4.5;H2;6;1.13;-0.76;-0.02;
15763;49.4103;-1.4647;RCP4.5;H2;6;1.14;-0.3;-0.04;
15764;49.4138;-1.3547;RCP4.5;H2;6;1.17;0.47;-0.04;
15765;49.4171;-1.2447;RCP4.5;H2;4;1.18;0.17;-0.04;
15766;49.4203;-1.1346;RCP4.5;H2;4;0;0;-0.04;
15777;49.4491;0.0767;RCP4.5;H2;3;0;0;-0.02;
15778;49.4511;0.1868;RCP4.5;H2;3;0;0;-0.02;
15779;49.4531;0.297;RCP4.5;H2;3;1.23;-0.7;-0.02;
15780;49.4549;0.4072;RCP4.5;H2;3;1.22;-0.86;-0.02;
15781;49.4566;0.5174;RCP4.5;H2;3;1.34;-1.24;-0.03;
15782;49.4582;0.6276;RCP4.5;H2;3;1.39;-0.74;-0.03;
15783;49.4597;0.7379;RCP4.5;H2;3;1.41;-0.27;-0.03;
15784;49.4611;0.8481;RCP4.5;H2;3;1.41;-0.26;-0.03;
15785;49.4624;0.9583;RCP4.5;H2;3;1.41;-0.13;-0.04;
15786;49.4636;1.0685;RCP4.5;H2;4;1.41;0.07;-0.03;
15787;49.4648;1.1788;RCP4.5;H2;4;1.42;0;-0.03;
15788;49.4658;1.289;RCP4.5;H2;4;1.42;0.37;-0.03;
15789;49.4667;1.3993;RCP4.5;H2;4;1.33;-0.13;-0.03;
15790;49.4675;1.5095;RCP4.5;H2;5;1.34;-0.07;-0.03;
15791;49.4682;1.6198;RCP4.5;H2;5;1.34;-0.03;-0.02;
15792;49.4688;1.73;RCP4.5;H2;5;1.32;0.2;-0.02;
15793;49.4693;1.8403;RCP4.5;H2;3;1.46;-0.03;-0.02;
15794;49.4697;1.9506;RCP4.5;H2;3;1.47;0.5;-0.02;
15795;49.47;2.0608;RCP4.5;H2;2;1.53;0.1;-0.03;
15796;49.4702;2.1711;RCP4.5;H2;1;1.52;0.33;-0.04;
15797;49.4703;2.2814;RCP4.5;H2;2;1.53;0.27;-0.02;
15798;49.4703;2.3916;RCP4.5;H2;2;1.53;0.2;-0.02;
15799;49.4702;2.5019;RCP4.5;H2;2;1.54;0.3;-0.01;
15800;49.47;2.6122;RCP4.5;H2;2;1.54;0.27;-0.01;
15801;49.4697;2.7224;RCP4.5;H2;2;1.55;0.33;-0.01;
15802;49.4693;2.8327;RCP4.5;H2;3;1.56;-0.03;-0.02;
15803;49.4688;2.9429;RCP4.5;H2;3;1.56;0;-0.02;
15804;49.4682;3.0532;RCP4.5;H2;3;1.57;0;-0.02;
15805;49.4675;3.1635;RCP4.5;H2;3;1.57;0.04;-0.03;
15806;49.4667;3.2737;RCP4.5;H2;3;1.56;0;-0.03;
15807;49.4658;3.384;RCP4.5;H2;3;1.57;-0.13;-0.03;
15808;49.4648;3.4942;RCP4.5;H2;3;1.57;-0.3;-0.03;
15809;49.4637;3.6044;RCP4.5;H2;3;1.56;-0.24;-0.03;
15810;49.4624;3.7147;RCP4.5;H2;3;1.58;-0.27;-0.02;
15811;49.4611;3.8249;RCP4.5;H2;3;1.59;0.4;-0.02;
15812;49.4597;3.9351;RCP4.5;H2;3;1.6;-0.3;-0.02;
15813;49.4582;4.0453;RCP4.5;H2;3;1.6;0.6;-0.02;
15814;49.4566;4.1556;RCP4.5;H2;3;1.6;0.6;-0.02;
15815;49.4549;4.2658;RCP4.5;H2;3;1.62;0.3;-0.02;
15816;49.4531;4.376;RCP4.5;H2;3;1.61;0.04;-0.02;
15817;49.4512;4.4861;RCP4.5;H2;3;1.6;0;-0.02;
15818;49.4491;4.5963;RCP4.5;H2;3;1.61;-0.14;-0.02;
15819;49.447;4.7065;RCP4.5;H2;5;1.62;-0.04;-0.03;
15820;49.4448;4.8167;RCP4.5;H2;6;1.63;0;-0.03;
15821;49.4425;4.9268;RCP4.5;H2;6;1.63;0.1;-0.03;
15822;49.4401;5.037;RCP4.5;H2;7;1.65;0.24;-0.02;
15823;49.4376;5.1471;RCP4.5;H2;6;1.65;-0.2;-0.02;
15824;49.4349;5.2572;RCP4.5;H2;6;1.66;-0.13;-0.02;
15825;49.4322;5.3673;RCP4.5;H2;6;1.68;0.06;-0.02;
15826;49.4294;5.4774;RCP4.5;H2;6;1.68;0.24;-0.01;
15827;49.4265;5.5875;RCP4.5;H2;7;1.68;0.56;-0;
15828;49.4235;5.6976;RCP4.5;H2;5;1.73;0.4;-0;
15829;49.4203;5.8076;RCP4.5;H2;5;1.74;0;0;
15830;49.4171;5.9177;RCP4.5;H2;6;1.73;0.33;-0;
15831;49.4138;6.0277;RCP4.5;H2;6;1.77;0.33;-0.01;
15832;49.4104;6.1377;RCP4.5;H2;4;1.74;-0.5;-0.01;
15833;49.4069;6.2477;RCP4.5;H2;3;1.73;-0.2;-0.01;
15834;49.4032;6.3577;RCP4.5;H2;4;1.71;-0.07;0.01;
15835;49.3995;6.4677;RCP4.5;H2;4;1.78;-0.23;0.01;
15836;49.3957;6.5776;RCP4.5;H2;4;0;0;0.01;
15903;49.4712;-1.8005;RCP4.5;H2;4;0.98;-0.3;-0.02;
15904;49.4749;-1.6903;RCP4.5;H2;7;1.12;-0.93;-0.02;
15905;49.4786;-1.5802;RCP4.5;H2;7;1.13;-1.1;-0.02;
15906;49.4821;-1.47;RCP4.5;H2;6;1.13;-0.4;-0.04;
15907;49.4855;-1.3599;RCP4.5;H2;6;1.16;0.37;-0.04;
15908;49.4889;-1.2497;RCP4.5;H2;4;0;0;-0.04;
15920;49.5209;0.0735;RCP4.5;H2;3;0;0;-0.02;
15921;49.523;0.1838;RCP4.5;H2;3;1.23;-0.8;-0.02;
15922;49.5249;0.2942;RCP4.5;H2;3;1.24;-0.83;-0.02;
15923;49.5267;0.4045;RCP4.5;H2;6;1.24;-0.67;-0.03;
15924;49.5284;0.5149;RCP4.5;H2;6;1.25;-1.1;-0.03;
15925;49.53;0.6252;RCP4.5;H2;6;1.25;-1;-0.03;
15926;49.5316;0.7356;RCP4.5;H2;4;1.31;-0.37;-0.03;
15927;49.533;0.846;RCP4.5;H2;5;1.31;-0.33;-0.03;
15928;49.5343;0.9564;RCP4.5;H2;4;1.3;0.1;-0.03;
15929;49.5355;1.0668;RCP4.5;H2;4;1.31;-0.07;-0.03;
15930;49.5366;1.1772;RCP4.5;H2;4;1.32;-0.04;-0.03;
15931;49.5376;1.2876;RCP4.5;H2;5;1.33;-0.37;-0.02;
15932;49.5385;1.398;RCP4.5;H2;5;1.34;-0.07;-0.03;
15933;49.5393;1.5084;RCP4.5;H2;5;1.33;-0.17;-0.03;
15934;49.54;1.6188;RCP4.5;H2;5;1.32;0.17;-0.02;
15935;49.5406;1.7292;RCP4.5;H2;5;1.33;-0.04;-0.02;
15936;49.5411;1.8396;RCP4.5;H2;3;1.46;0;-0.02;
15937;49.5416;1.95;RCP4.5;H2;3;1.47;0.5;-0.02;
15938;49.5419;2.0604;RCP4.5;H2;3;1.47;0.37;-0.02;
15939;49.5421;2.1709;RCP4.5;H2;2;1.51;0.2;-0.02;
15940;49.5422;2.2813;RCP4.5;H2;2;1.53;0.3;-0.02;
15941;49.5422;2.3917;RCP4.5;H2;2;1.53;0.33;-0.02;
15942;49.5421;2.5021;RCP4.5;H2;2;1.52;0.37;-0.01;
15943;49.5419;2.6125;RCP4.5;H2;2;1.53;0.4;0;
15944;49.5416;2.723;RCP4.5;H2;2;1.53;0.46;0;
15945;49.5412;2.8334;RCP4.5;H2;3;1.56;0.5;-0.01;
15946;49.5406;2.9438;RCP4.5;H2;3;1.55;0.44;-0.01;
15947;49.54;3.0542;RCP4.5;H2;3;1.56;0.14;-0.02;
15948;49.5393;3.1646;RCP4.5;H2;3;1.56;0.34;-0.03;
15949;49.5385;3.275;RCP4.5;H2;3;1.55;0.17;-0.03;
15950;49.5376;3.3854;RCP4.5;H2;3;1.58;-0.3;-0.03;
15951;49.5366;3.4958;RCP4.5;H2;3;1.57;-0.26;-0.03;
15952;49.5355;3.6062;RCP4.5;H2;3;1.57;0.2;-0.03;
15953;49.5343;3.7166;RCP4.5;H2;3;1.58;-0.4;-0.01;
15954;49.533;3.827;RCP4.5;H2;3;1.61;-0.23;-0.02;
15955;49.5316;3.9374;RCP4.5;H2;3;1.6;-0.23;-0.01;
15956;49.5301;4.0477;RCP4.5;H2;2;1.6;-0.17;-0.02;
15957;49.5284;4.1581;RCP4.5;H2;3;1.61;0.23;-0.03;
15958;49.5267;4.2685;RCP4.5;H2;3;1.62;0.3;-0.03;
15959;49.5249;4.3788;RCP4.5;H2;3;1.61;0.06;-0.03;
15960;49.523;4.4892;RCP4.5;H2;5;1.59;-0.1;-0.03;
15961;49.521;4.5995;RCP4.5;H2;5;1.6;-0.27;-0.03;
15962;49.5189;4.7098;RCP4.5;H2;6;1.62;0.07;-0.02;
15963;49.5166;4.8201;RCP4.5;H2;6;1.63;0;-0.02;
15964;49.5143;4.9304;RCP4.5;H2;6;1.64;0.06;-0.03;
15965;49.5119;5.0407;RCP4.5;H2;6;1.64;0.1;-0.03;
15966;49.5094;5.151;RCP4.5;H2;6;1.65;-0.17;-0.02;
15967;49.5068;5.2613;RCP4.5;H2;6;1.66;-0.5;-0.02;
15968;49.504;5.3716;RCP4.5;H2;6;1.68;0.27;-0.01;
15969;49.5012;5.4818;RCP4.5;H2;6;1.69;0.77;-0;
15970;49.4983;5.592;RCP4.5;H2;7;1.7;0.5;0;
15971;49.4953;5.7023;RCP4.5;H2;7;1.7;0.5;0;
15972;49.4921;5.8125;RCP4.5;H2;5;1.75;0.5;-0.01;
15973;49.4889;5.9227;RCP4.5;H2;6;1.76;-0.1;-0.01;
15974;49.4856;6.0329;RCP4.5;H2;6;0;0;-0.01;
15975;49.4822;6.143;RCP4.5;H2;6;1.74;-0.57;0;
15976;49.4786;6.2532;RCP4.5;H2;6;1.73;-0.5;0;
15977;49.475;6.3633;RCP4.5;H2;4;0;0;0.01;
15978;49.4713;6.4735;RCP4.5;H2;4;0;0;0.01;
16045;49.5391;-1.9165;RCP4.5;H2;4;0;0;-0.02;
16046;49.543;-1.8063;RCP4.5;H2;4;0.98;-0.33;-0.02;
16047;49.5467;-1.696;RCP4.5;H2;7;1.14;-0.6;-0.02;
16048;49.5503;-1.5857;RCP4.5;H2;7;1.13;-0.03;-0.03;
16049;49.5539;-1.4754;RCP4.5;H2;7;1.14;-0.13;-0.03;
16050;49.5573;-1.3651;RCP4.5;H2;4;1.2;0.3;-0.03;
16051;49.5606;-1.2547;RCP4.5;H2;4;0;0;-0.03;
16063;49.5928;0.0703;RCP4.5;H2;4;0;0;-0;
16064;49.5948;0.1808;RCP4.5;H2;4;1.25;-0.47;-0;
16065;49.5967;0.2913;RCP4.5;H2;7;1.27;-0.3;-0.01;
16066;49.5985;0.4018;RCP4.5;H2;6;1.25;-0.6;-0.01;
16067;49.6003;0.5123;RCP4.5;H2;6;1.25;-1.3;-0.02;
16068;49.6019;0.6228;RCP4.5;H2;6;1.26;-1.23;-0.02;
16069;49.6034;0.7334;RCP4.5;H2;6;1.25;-1.1;-0.02;
16070;49.6048;0.8439;RCP4.5;H2;5;1.31;-0.4;-0.02;
16071;49.6061;0.9544;RCP4.5;H2;5;1.3;-0.2;-0.03;
16072;49.6073;1.065;RCP4.5;H2;5;1.32;-0.13;-0.03;
16073;49.6084;1.1755;RCP4.5;H2;4;1.32;-0.07;-0.03;
16074;49.6095;1.2861;RCP4.5;H2;5;1.33;-0.23;-0.02;
16075;49.6104;1.3966;RCP4.5;H2;5;1.34;-0.3;-0.02;
16076;49.6112;1.5072;RCP4.5;H2;5;1.33;-0.56;-0.02;
16077;49.6119;1.6178;RCP4.5;H2;5;1.33;-0.27;-0.01;
16078;49.6125;1.7283;RCP4.5;H2;5;1.34;-0.17;-0.01;
16079;49.613;1.8389;RCP4.5;H2;3;1.46;-0.33;-0.01;
16080;49.6134;1.9495;RCP4.5;H2;3;1.47;0.03;-0.01;
16081;49.6137;2.0601;RCP4.5;H2;2;1.51;0.13;-0.01;
16082;49.6139;2.1706;RCP4.5;H2;2;1.52;-0.06;-0.02;
16083;49.614;2.2812;RCP4.5;H2;2;1.51;0.4;-0.02;
16084;49.614;2.3918;RCP4.5;H2;2;1.51;0.26;-0.02;
16085;49.6139;2.5024;RCP4.5;H2;2;1.53;0.26;-0.01;
16086;49.6137;2.6129;RCP4.5;H2;2;1.5;0.73;-0;
16087;49.6134;2.7235;RCP4.5;H2;2;1.49;0.53;-0;
16088;49.613;2.8341;RCP4.5;H2;3;1.55;0.34;-0.01;
16089;49.6125;2.9447;RCP4.5;H2;3;1.55;0.67;-0.02;
16090;49.6119;3.0552;RCP4.5;H2;3;1.55;0.4;-0.02;
16091;49.6112;3.1658;RCP4.5;H2;2;1.52;0.37;-0.03;
